image_id,phototype,mean_r,mean_g,mean_b,median_r,median_g,median_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,mean_l,mean_a,mean_lab_b,std_l,std_a,std_lab_b,ita,b_to_a_ratio,rg_ratio,rb_ratio,undertone
IMG_00603,Tan,155.332,93.155,81.696,153.171,92.691,82.623,5.633,8.354,10.378,11.718,97.801,118.72,46.557,20.381,9.461,3.578,1.614,1.941,-19.998,0.4642,1.6675,1.9014,Cool
IMG_00478,Tan,152.179,106.177,81.732,152.741,104.669,83.279,11.298,9.75,8.404,7.155,80.036,125.458,49.199,16.67,12.199,4.689,1.212,3.761,-3.756,0.7318,1.4333,1.8619,Cool
IMG_00616,Deep,104.796,62.273,43.282,105.053,64.092,41.473,8.422,10.274,10.971,8.681,96.487,72.897,28.587,16.363,11.016,2.466,3.154,2.5,-62.776,0.6732,1.6829,2.4212,Cool
IMG_00746,Tan,157.538,109.636,90.873,155.348,109.162,90.781,10.819,8.453,8.164,9.345,64.754,130.341,51.114,17.937,10.617,3.984,1.887,1.51,5.992,0.5919,1.4369,1.7336,Cool
IMG_00322,Tan,131.199,104.54,56.976,132.68,102.728,56.712,8.769,4.128,6.03,15.716,79.67,112.399,44.078,12.934,21.732,2.359,3.412,3.299,-15.243,1.6802,1.255,2.3027,Warm
IMG_00911,Deep,91.418,72.957,34.425,92.224,73.95,34.163,4.979,9.115,9.381,11.471,96.017,73.734,28.915,12.714,13.075,2.086,2.082,1.379,-58.196,1.0285,1.253,2.6556,Neutral
IMG_00799,Tan,156.145,109.31,85.507,158.782,110.752,85.587,8.22,4.928,4.405,3.474,80.58,128.619,50.439,17.901,13.809,4.044,1.382,2.727,1.82,0.7714,1.4285,1.8261,Cool
IMG_00953,Tan,138.865,106.702,80.127,138.029,108.98,82.007,7.404,8.709,10.744,13.642,87.113,119.306,46.787,14.508,14.121,2.917,1.53,3.573,-12.82,0.9733,1.3014,1.733,Neutral
IMG_01101,Fair,227.509,183.781,132.181,228.402,183.734,133.398,5.8,5.968,8.964,11.399,78.65,205.83,80.718,15.51,20.709,4.444,1.387,2.858,56.013,1.3352,1.2379,1.7212,Neutral
IMG_00487,Fair,213.84,171.254,140.72,214.878,171.433,141.378,5.338,3.699,8.22,5.761,65.466,195.251,76.569,13.248,11.372,5.904,1.962,1.509,66.828,0.8584,1.2487,1.5196,Cool
IMG_00040,Medium,172.527,142.576,100.073,173.879,145.664,100.144,4.105,8.145,4.835,10.067,94.023,152.891,59.957,12.959,19.615,5.844,1.542,2.278,26.914,1.5136,1.2101,1.724,Warm
IMG_00031,Fair,220.351,187.498,125.831,218.054,188.628,125.864,9.964,6.522,4.457,17.438,79.268,196.304,76.982,15.503,24.297,3.135,2.035,2.879,47.997,1.5672,1.1752,1.7512,Warm
IMG_00243,Deep,108.46,82.713,34.887,111.329,83.166,34.767,4.096,7.37,9.055,14.111,94.465,84.203,33.021,15.304,21.1,3.94,1.396,3.728,-38.824,1.3787,1.3113,3.1089,Warm
IMG_00738,Fair,238.011,177.306,148.199,237.691,178.286,149.611,6.275,8.078,7.511,11.906,127.124,207.446,81.351,18.823,14.998,4.385,2.156,1.98,64.434,0.7968,1.3424,1.606,Cool
IMG_00959,Medium,182.893,133.905,103.537,184.831,135.381,102.164,5.875,4.856,5.172,9.906,95.423,153.565,60.221,17.536,15.225,4.834,1.293,1.334,33.876,0.8682,1.3658,1.7665,Neutral
IMG_00137,Fair,223.859,173.77,136.005,223.426,169.604,136.496,6.824,9.759,10.598,20.363,104.886,196.255,76.963,13.083,17.806,5.57,2.165,3.229,56.559,1.361,1.2883,1.646,Warm
IMG_00311,Deep,80.434,70.497,23.522,81.14,71.297,23.117,4.207,5.052,9.354,19.409,81.774,69.994,27.449,9.323,19.568,2.805,1.384,2.434,-49.051,2.0989,1.141,3.4196,Warm
IMG_01126,Medium,184.122,133.659,97.078,184.955,134.516,94.848,6.424,4.183,8.333,12.321,85.727,152.046,59.626,14.579,16.319,2.723,1.792,3.509,30.535,1.1193,1.3776,1.8966,Neutral
IMG_00583,Deep,94.667,73.18,51.47,94.502,71.411,51.115,7.884,5.848,4.118,8.756,71.223,78.984,30.974,9.943,8.34,4.201,1.824,2.799,-66.33,0.8388,1.2936,1.8393,Cool
IMG_01081,Fair,210.304,168.69,131.077,210.4,170.372,131.756,6.598,9.424,10.29,9.324,87.531,189.212,74.201,13.363,18.442,3.808,1.221,3.261,52.692,1.3801,1.2467,1.6044,Neutral
IMG_01193,Deep,118.292,84.806,52.786,118.571,85.766,52.526,11.12,5.989,5.061,12.818,121.531,88.603,34.746,17.917,15.283,3.825,1.679,2.496,-44.945,0.853,1.3949,2.241,Neutral
IMG_00745,Tan,157.055,99.889,86.364,158.22,99.236,87.305,10.555,9.878,9.598,7.09,82.352,124.276,48.736,20.501,11.137,3.22,2.549,3.579,-6.476,0.5432,1.5723,1.8185,Cool
IMG_01341,Fair,216.29,174.889,132.595,215.034,175.37,131.493,4.496,6.291,5.769,12.12,68.812,193.318,75.811,14.766,14.024,2.961,2.59,2.73,61.483,0.9498,1.2367,1.6312,Neutral
IMG_00554,Fair,232.039,170.417,147.939,231.585,170.302,147.473,11.6,9.139,6.332,5.253,80.713,201.917,79.183,17.882,13.538,5.155,2.008,1.634,65.113,0.7571,1.3616,1.5685,Cool
IMG_00004,Fair,218.033,184.931,129.69,216.597,185.364,131.535,9.837,7.963,10.154,16.729,112.56,202.464,79.397,11.654,21.079,3.889,1.475,3.054,54.358,1.8088,1.179,1.6812,Warm
IMG_00112,Medium,171.313,148.134,100.398,170.533,148.984,100.678,11.534,8.18,8.59,15.536,77.231,159.047,62.371,8.766,18.692,3.448,2.565,1.226,33.499,2.1323,1.1565,1.7063,Warm
IMG_00760,Tan,161.736,116.077,87.775,162.108,116.167,88.362,11.84,5.738,9.081,10.146,85.843,134.183,52.621,16.283,10.359,4.128,2.6,2.223,14.197,0.6362,1.3934,1.8426,Cool
IMG_01165,Deep,99.401,70.249,38.206,99.503,70.6,36.982,4.057,3.739,4.606,11.266,79.901,75.433,29.582,13.117,15.677,2.75,2.966,1.779,-52.483,1.1952,1.415,2.6017,Neutral
IMG_00862,Deep,104.067,59.105,48.653,103.758,59.499,48.382,7.961,6.524,6.577,9.429,102.206,74.209,29.101,19.262,11.093,4.018,2.044,3.147,-62.04,0.5759,1.7607,2.1389,Cool
IMG_01032,Fair,216.736,171.205,132.537,216.05,171.026,129.457,11.642,6.244,7.447,10.498,95.295,192.214,75.378,14.959,15.767,3.421,2.571,3.743,58.149,1.054,1.2659,1.6353,Neutral
IMG_01194,Deep,110.739,75.616,47.371,113.449,72.775,47.462,6.776,7.893,3.895,12.944,88.088,86.8,34.039,13.994,14.258,5.012,1.21,1.998,-48.225,1.0189,1.4645,2.3377,Neutral
IMG_00937,Fair,192.723,151.299,109.961,192.7,153.819,109.643,7.493,5.383,8.753,9.914,88.904,171.607,67.297,16.0,16.225,2.506,1.322,3.196,46.832,1.014,1.2738,1.7526,Neutral
IMG_00377,Tan,156.981,129.824,70.898,157.541,130.772,68.858,7.201,4.553,7.277,11.905,85.931,138.514,54.319,10.833,25.245,5.207,2.216,2.476,9.709,2.3303,1.2092,2.2142,Warm
IMG_00618,Fair,235.29,179.888,153.607,235.466,181.911,152.831,11.076,4.098,6.833,10.388,60.839,213.598,83.764,15.868,11.142,5.398,2.616,1.96,71.738,0.7021,1.308,1.5318,Cool
IMG_00454,Fair,182.25,143.642,125.983,182.396,142.682,125.384,8.455,10.003,6.335,6.71,113.993,167.665,65.751,14.552,10.794,3.855,1.404,2.783,55.576,0.7418,1.2688,1.4466,Cool
IMG_01200,Medium,174.68,133.254,96.532,173.262,134.679,95.195,4.761,5.197,6.326,14.707,108.12,151.899,59.568,14.802,17.253,4.163,1.73,1.792,29.012,1.1656,1.3109,1.8096,Neutral
IMG_00315,Deep,90.554,73.398,21.956,91.077,74.142,21.253,4.393,4.837,9.429,16.394,99.58,75.114,29.456,10.432,20.336,3.816,1.894,2.198,-45.291,1.9493,1.2337,4.1243,Warm
IMG_00440,Medium,179.526,145.681,97.589,180.305,146.145,99.22,8.794,6.834,10.496,18.325,112.403,154.771,60.695,14.24,18.513,2.304,2.353,2.986,30.014,1.3001,1.2323,1.8396,Warm
IMG_00443,Tan,126.561,111.366,59.043,125.352,110.026,61.547,9.066,9.175,3.836,14.687,92.587,110.697,43.411,11.808,20.212,3.186,1.844,1.58,-18.057,1.7116,1.1364,2.1435,Warm
IMG_01094,Medium,194.929,143.772,126.962,195.859,147.158,128.256,5.121,6.009,10.292,13.379,83.61,167.929,65.855,18.245,10.289,4.269,1.699,1.519,57.019,0.5639,1.3558,1.5353,Neutral
IMG_00320,Fair,213.668,190.46,127.46,214.608,189.69,128.25,9.553,3.613,6.295,18.84,141.582,202.223,79.303,10.561,23.655,3.407,2.45,1.389,51.088,2.2398,1.1219,1.6764,Warm
IMG_00662,Tan,157.314,109.876,92.38,156.609,109.389,93.024,8.949,9.367,7.368,12.577,87.891,130.112,51.024,18.144,10.643,3.508,3.32,1.294,5.497,0.5866,1.4317,1.7029,Cool
IMG_00926,Fair,221.886,183.252,138.745,221.236,181.634,140.602,11.126,9.902,6.642,8.774,87.042,203.716,79.889,13.262,15.424,4.626,1.581,2.331,62.704,1.1631,1.2108,1.5992,Neutral
IMG_00006,Fair,217.046,178.027,124.877,217.36,177.833,125.362,4.056,7.075,6.631,14.455,89.102,197.409,77.415,13.714,24.115,2.888,1.476,2.078,48.665,1.7585,1.2192,1.7381,Warm
IMG_00101,Fair,221.276,179.172,129.238,219.85,178.866,129.277,8.042,10.27,6.633,13.441,81.756,197.219,77.341,15.174,21.188,5.936,2.736,2.85,52.225,1.3964,1.235,1.7122,Warm
IMG_00425,Medium,173.714,151.163,103.547,173.378,151.158,103.049,9.585,5.677,4.247,15.865,112.915,159.739,62.643,10.468,19.262,3.09,3.113,3.749,33.279,1.8402,1.1492,1.6776,Warm
IMG_00927,Medium,190.706,144.531,101.092,191.209,144.284,102.808,9.483,6.394,6.212,13.69,99.189,159.514,62.554,18.293,19.489,4.952,2.905,2.778,32.788,1.0654,1.3195,1.8865,Neutral
IMG_00650,Tan,152.98,123.246,89.917,155.388,121.36,89.548,9.152,7.79,8.894,11.891,94.926,135.166,53.006,16.4,14.862,4.571,2.395,2.973,11.435,0.9062,1.2413,1.7013,Cool
IMG_00623,Deep,124.312,78.971,60.433,125.31,79.117,59.321,6.306,4.86,10.805,8.231,54.526,93.189,36.545,17.284,8.963,3.447,2.583,2.786,-56.33,0.5186,1.5741,2.057,Cool
IMG_00732,Tan,160.195,118.838,90.567,161.384,120.126,91.545,6.542,5.67,9.109,7.043,86.945,136.738,53.623,14.593,12.066,4.227,3.231,1.999,16.712,0.8269,1.348,1.7688,Cool
IMG_00424,Medium,179.888,128.912,85.977,181.459,128.579,85.171,11.337,4.438,8.536,16.706,113.04,148.476,58.226,16.468,20.219,2.017,3.327,1.493,22.138,1.2278,1.3954,2.0923,Warm
IMG_01288,Medium,188.385,137.811,111.145,186.831,137.299,111.518,11.739,9.639,5.606,10.921,66.233,158.313,62.083,18.947,15.827,4.029,1.33,1.826,37.36,0.8354,1.367,1.695,Neutral
IMG_01294,Tan,138.55,101.767,73.103,138.336,101.764,71.296,5.286,9.356,8.424,12.059,114.313,111.661,43.789,13.545,14.501,3.329,2.386,3.71,-23.187,1.0706,1.3614,1.8953,Neutral
IMG_00635,Fair,231.078,167.86,141.747,229.849,166.417,141.871,6.712,7.5,6.855,7.804,96.083,193.818,76.007,22.9,12.423,4.637,1.316,2.483,64.467,0.5425,1.3766,1.6302,Cool
IMG_01102,Tan,136.7,97.682,64.521,137.686,95.484,63.44,7.998,6.118,8.304,16.048,84.504,112.757,44.218,15.267,14.473,3.949,1.211,2.889,-21.776,0.948,1.3994,2.1187,Neutral
IMG_00655,Tan,142.58,96.837,71.654,141.757,96.803,70.608,8.598,5.797,9.653,10.253,64.912,115.183,45.17,17.872,13.383,2.736,2.269,1.236,-19.846,0.7489,1.4724,1.9898,Cool
IMG_00228,Medium,189.108,157.429,93.508,190.096,158.227,92.845,8.307,10.445,9.931,16.61,94.599,166.701,65.373,13.728,25.835,2.389,2.825,2.099,30.754,1.882,1.2012,2.0224,Warm
IMG_00585,Fair,226.295,185.163,157.716,227.207,186.079,157.156,7.113,6.915,10.924,11.049,103.259,208.554,81.786,13.227,10.601,2.856,2.161,1.959,71.555,0.8015,1.2221,1.4348,Cool
IMG_00666,Fair,226.648,171.12,143.424,227.938,170.896,146.029,11.326,6.986,6.491,8.41,68.117,201.673,79.088,16.915,13.741,5.002,1.368,1.433,64.714,0.8123,1.3245,1.5803,Cool
IMG_00804,Medium,174.33,128.586,100.532,173.433,128.376,99.036,4.506,9.068,8.163,10.273,95.017,148.384,58.19,14.769,12.563,3.26,1.577,1.304,33.1,0.8507,1.3557,1.7341,Cool
IMG_00567,Fair,212.777,159.017,134.871,214.801,158.189,135.8,6.367,3.969,10.218,3.549,106.284,190.434,74.68,16.087,13.704,4.767,1.48,1.369,60.958,0.8519,1.3381,1.5776,Cool
IMG_00067,Medium,171.42,143.487,96.577,170.294,144.26,96.909,10.943,6.683,7.367,16.986,84.402,154.215,60.476,11.223,19.863,3.955,2.734,1.563,27.808,1.7698,1.1947,1.775,Warm
IMG_00859,Tan,140.923,95.359,74.625,142.353,96.96,75.029,11.136,9.584,10.984,8.805,50.527,115.176,45.167,18.202,12.431,4.341,2.928,1.727,-21.245,0.6829,1.4778,1.8884,Cool
IMG_00812,Deep,124.777,70.69,55.351,124.061,70.421,55.255,11.698,5.604,9.961,6.347,92.788,87.353,34.256,20.8,10.866,5.735,2.918,1.801,-55.388,0.5224,1.7651,2.2543,Cool
IMG_00212,Fair,203.886,169.469,123.282,203.63,169.25,122.854,5.432,9.083,8.582,19.366,106.969,190.089,74.545,11.277,20.176,4.188,2.293,3.598,50.58,1.7891,1.2031,1.6538,Warm
IMG_00644,Fair,234.516,169.182,145.328,235.614,167.41,144.716,4.371,7.348,7.002,10.374,52.559,199.107,78.081,20.711,13.249,5.711,1.792,1.902,64.742,0.6397,1.3862,1.6137,Cool
IMG_01286,Fair,221.56,170.377,135.684,220.73,170.676,135.886,8.29,8.197,8.938,11.945,71.341,197.401,77.412,17.986,15.043,5.017,1.285,2.224,61.244,0.8363,1.3004,1.6329,Neutral
IMG_00543,Deep,126.317,85.277,78.01,126.162,85.248,78.577,9.509,5.476,7.111,7.533,74.67,102.906,40.355,16.366,6.882,2.178,3.08,3.774,-54.49,0.4205,1.4813,1.6193,Cool
IMG_00954,Tan,156.069,109.957,74.495,155.754,109.456,76.14,7.755,8.336,9.495,13.869,65.271,127.166,49.869,14.526,16.765,3.973,1.58,2.278,-0.447,1.1542,1.4194,2.095,Neutral
IMG_01214,Fair,249.943,185.943,147.019,251.158,186.325,148.894,9.239,7.609,4.669,14.154,107.256,210.348,82.49,18.284,19.044,2.842,1.799,3.591,59.623,1.0416,1.3442,1.7001,Neutral
IMG_00839,Fair,215.497,164.419,145.05,215.132,164.593,145.027,11.959,5.617,5.291,10.042,45.891,193.272,75.793,13.934,11.259,4.272,3.121,1.701,66.418,0.808,1.3107,1.4857,Cool
IMG_00985,Medium,183.735,135.782,105.745,184.173,136.429,106.515,7.239,9.132,7.007,8.807,72.128,156.756,61.473,16.634,15.163,5.368,1.986,3.69,37.113,0.9116,1.3532,1.7375,Neutral
IMG_00876,Fair,229.367,160.996,143.845,229.536,159.85,143.454,8.779,8.306,5.152,9.3,79.815,195.214,76.554,20.157,9.041,3.576,2.577,2.173,71.198,0.4485,1.4247,1.5945,Cool
IMG_01215,Fair,220.457,169.083,124.866,221.245,170.875,123.488,6.555,5.808,7.269,10.288,105.691,190.92,74.871,17.596,19.266,3.132,2.222,2.156,52.236,1.0949,1.3038,1.7656,Neutral
IMG_01323,Fair,207.055,173.429,128.028,208.148,175.07,130.457,9.647,4.537,8.681,9.762,90.031,190.907,74.865,11.603,19.514,2.086,1.547,3.046,51.876,1.6819,1.1939,1.6173,Neutral
IMG_01261,Fair,205.153,156.725,125.9,204.586,156.581,127.855,4.219,4.359,7.885,12.824,98.109,175.554,68.845,16.178,14.777,5.647,3.285,1.594,51.898,0.9134,1.309,1.6295,Neutral
IMG_00818,Tan,147.798,120.644,101.447,148.424,118.759,102.926,10.006,4.507,8.165,8.138,65.122,136.702,53.609,12.601,8.307,2.321,2.798,2.193,23.48,0.6593,1.2251,1.4569,Cool
IMG_00274,Fair,222.003,189.311,121.418,222.919,189.912,120.363,4.312,6.689,10.182,17.092,132.351,200.015,78.437,12.427,24.461,4.278,3.114,3.778,49.299,1.9684,1.1727,1.8284,Warm
IMG_01254,Medium,185.692,134.511,103.64,185.012,135.346,102.718,7.587,4.81,4.849,11.133,94.509,155.763,61.084,16.765,14.958,3.699,2.935,3.385,36.538,0.8922,1.3805,1.7917,Neutral
IMG_00363,Fair,221.912,175.046,121.924,222.025,173.802,120.927,9.715,9.917,8.791,15.168,74.034,193.829,76.011,17.48,21.309,4.687,2.107,1.203,50.675,1.2191,1.2677,1.8201,Warm
IMG_00003,Medium,180.864,137.411,98.611,181.562,138.476,99.684,8.342,4.486,9.516,12.517,108.927,157.78,61.875,15.44,17.927,2.298,3.47,3.208,33.519,1.1611,1.3162,1.8341,Warm
IMG_00007,Medium,169.951,132.625,86.83,170.359,132.616,87.75,8.021,3.86,5.59,12.318,75.694,145.931,57.228,16.589,20.032,5.633,1.751,1.577,19.84,1.2076,1.2814,1.9573,Warm
IMG_00312,Tan,148.673,117.412,67.052,147.882,118.653,66.564,10.34,4.808,4.0,12.519,95.904,123.807,48.552,14.364,20.518,5.994,1.257,3.372,-4.038,1.4285,1.2662,2.2173,Warm
IMG_00544,Medium,171.632,120.45,97.82,170.245,117.425,97.998,11.05,6.448,9.797,9.914,97.175,145.103,56.903,15.488,13.257,4.361,1.641,2.711,27.507,0.856,1.4249,1.7546,Cool
IMG_00919,Medium,192.738,147.924,110.206,194.174,147.471,110.783,8.667,8.242,10.979,13.098,76.892,167.9,65.843,14.69,18.598,2.122,1.41,1.4,40.426,1.2661,1.3029,1.7489,Neutral
IMG_01332,Medium,181.929,134.925,106.456,181.636,136.483,108.398,11.991,8.918,7.132,11.389,52.735,157.404,61.727,16.636,15.765,2.041,2.804,2.212,36.643,0.9476,1.3484,1.709,Neutral
IMG_00216,Fair,214.971,171.862,115.988,216.405,172.131,117.072,8.171,9.776,4.972,15.751,71.614,191.185,74.975,14.909,21.806,2.09,3.182,2.701,48.875,1.4626,1.2508,1.8534,Warm
IMG_00562,Medium,165.717,121.0,101.165,163.595,123.308,100.021,9.719,8.597,8.499,8.325,62.991,139.65,54.765,15.3,9.653,5.483,3.201,2.705,26.272,0.6309,1.3696,1.6381,Cool
IMG_00028,Deep,80.985,62.62,24.318,79.714,61.984,23.367,11.174,6.818,8.507,13.13,107.054,65.048,25.509,8.952,17.318,2.689,1.642,1.306,-54.735,1.9346,1.2933,3.3302,Warm
IMG_00942,Medium,179.305,136.163,91.424,179.259,136.401,91.999,11.507,7.073,7.006,8.14,92.48,153.35,60.137,14.187,17.083,4.69,1.801,2.044,30.684,1.2042,1.3168,1.9612,Neutral
IMG_00709,Fair,211.972,155.823,127.447,212.302,155.375,129.067,4.555,5.303,7.579,5.738,76.669,181.527,71.187,16.633,13.792,4.958,2.592,2.22,56.937,0.8292,1.3603,1.6632,Cool
IMG_00555,Deep,98.915,61.102,48.767,99.783,60.937,49.073,4.399,4.309,4.035,10.663,82.564,75.724,29.696,15.567,8.25,5.042,2.317,2.092,-67.886,0.53,1.6188,2.0283,Cool
IMG_01248,Tan,147.228,107.57,80.721,147.479,108.166,81.156,5.795,5.987,10.825,13.136,99.847,123.474,48.421,14.373,13.232,2.896,2.492,2.241,-6.805,0.9206,1.3687,1.8239,Neutral
IMG_00678,Fair,200.732,149.183,126.968,200.637,150.668,126.659,10.537,9.912,5.734,7.46,98.206,173.5,68.039,17.609,12.379,5.799,1.549,1.413,55.542,0.703,1.3455,1.581,Cool
IMG_00694,Medium,179.483,130.58,104.065,178.686,132.816,104.214,4.712,5.402,9.26,8.566,100.767,151.365,59.359,15.165,11.977,5.412,2.991,2.841,38.005,0.7897,1.3745,1.7247,Cool
IMG_00257,Tan,140.389,110.847,74.233,136.903,111.557,74.319,6.737,9.17,5.287,11.798,93.473,118.358,46.415,11.012,17.085,2.898,2.36,1.878,-11.851,1.5515,1.2665,1.8912,Warm
IMG_00026,Fair,192.184,165.628,109.821,191.286,165.329,110.986,8.162,8.906,7.401,17.566,74.756,175.45,68.804,13.765,22.29,5.409,2.469,2.658,40.151,1.6194,1.1603,1.75,Warm
IMG_00337,Medium,176.535,146.075,81.13,177.8,146.032,82.055,5.205,10.029,6.373,10.908,115.272,150.347,58.96,15.105,24.462,4.918,1.247,1.733,20.116,1.6195,1.2085,2.1759,Warm
IMG_00048,Tan,147.502,111.23,67.765,147.752,111.182,68.583,5.445,7.476,10.366,17.835,103.265,123.62,48.478,14.732,22.08,2.136,2.804,1.973,-3.942,1.4988,1.3261,2.1767,Warm
IMG_00107,Tan,150.196,118.344,68.223,150.514,119.114,69.007,11.964,9.49,7.411,16.472,108.217,126.769,49.713,15.478,21.733,2.255,3.112,2.757,-0.756,1.4041,1.2691,2.2015,Warm
IMG_01010,Tan,152.929,117.193,76.906,152.979,118.498,77.308,8.39,7.665,5.056,9.259,85.901,125.038,49.035,14.873,16.048,2.833,1.835,3.05,-3.443,1.079,1.3049,1.9885,Neutral
IMG_00056,Medium,182.908,139.932,95.523,182.068,139.261,95.975,6.767,7.846,3.843,15.018,98.494,156.039,61.192,14.837,20.862,5.486,3.439,3.719,28.212,1.406,1.3071,1.9148,Warm
IMG_00851,Medium,188.574,133.57,119.238,188.378,134.375,121.441,7.081,3.899,6.356,8.909,69.045,159.109,62.396,17.584,9.403,5.613,1.248,2.434,52.817,0.5347,1.4118,1.5815,Cool
IMG_00214,Medium,166.346,123.462,96.431,168.827,125.977,98.345,7.347,6.005,7.953,13.876,124.325,144.636,56.72,14.606,13.804,4.302,1.571,2.427,25.957,0.9451,1.3473,1.725,Warm
IMG_00121,Medium,193.173,166.828,105.527,192.531,167.856,106.145,6.23,4.975,10.681,18.423,87.621,175.512,68.828,12.969,23.386,2.035,3.495,2.96,38.838,1.8033,1.1579,1.8306,Warm
IMG_00712,Medium,196.191,137.788,123.572,194.402,136.081,123.83,11.998,6.951,5.064,11.307,71.173,167.014,65.496,21.139,11.973,2.651,1.297,2.653,52.308,0.5664,1.4239,1.5877,Cool
IMG_00606,Tan,166.656,120.479,94.344,167.791,120.114,93.969,5.127,9.639,4.857,8.614,75.917,140.113,54.946,19.114,14.696,5.189,2.251,2.054,18.602,0.7689,1.3833,1.7665,Cool
IMG_00073,Tan,142.384,121.018,65.95,143.764,120.657,65.619,8.813,9.234,10.132,15.835,84.579,124.037,48.642,11.438,22.885,2.912,1.688,2.789,-3.396,2.0008,1.1766,2.159,Warm
IMG_01262,Tan,139.155,105.014,77.701,140.238,104.825,77.871,11.298,6.217,7.359,13.277,83.37,120.382,47.209,12.955,15.0,3.87,3.334,3.2,-10.542,1.1579,1.3251,1.7909,Neutral
IMG_00591,Medium,183.216,141.559,114.002,184.125,140.553,111.035,10.97,9.292,6.201,7.85,93.839,162.221,63.616,15.318,13.119,4.4,1.559,2.592,46.065,0.8565,1.2943,1.6071,Cool
IMG_00046,Medium,166.431,140.264,82.404,167.271,141.643,81.56,4.249,5.336,7.963,13.911,142.383,147.406,57.806,11.353,22.759,2.206,2.342,2.752,18.932,2.0046,1.1866,2.0197,Warm
IMG_00990,Fair,195.848,158.009,110.626,194.249,157.331,111.381,6.676,5.908,9.203,8.985,99.627,172.165,67.516,14.87,18.663,4.337,1.288,3.481,43.183,1.2551,1.2395,1.7704,Neutral
IMG_00524,Medium,200.95,147.838,117.984,201.908,148.087,118.519,9.284,7.802,9.869,7.188,93.754,172.739,67.741,19.191,15.892,3.921,3.202,2.135,48.147,0.8281,1.3593,1.7032,Cool
IMG_00711,Medium,188.648,123.17,103.495,189.366,123.568,103.93,6.405,7.499,4.625,7.371,65.651,154.63,60.639,21.222,10.911,5.136,1.965,2.737,44.276,0.5141,1.5316,1.8228,Cool
IMG_00706,Medium,173.648,127.446,110.926,174.548,128.815,111.277,9.994,4.873,7.012,9.509,90.049,148.657,58.297,18.272,8.149,5.447,2.359,2.977,45.515,0.446,1.3625,1.5654,Cool
IMG_00747,Fair,192.497,147.928,125.688,192.461,147.146,124.819,9.906,6.312,4.032,6.665,67.171,171.784,67.366,13.221,12.282,5.07,1.364,3.598,54.731,0.929,1.3013,1.5315,Cool
IMG_00534,Medium,186.935,141.979,114.355,188.067,141.131,115.218,7.904,10.088,5.204,9.291,60.079,165.229,64.796,14.496,12.66,3.559,2.595,3.164,49.448,0.8733,1.3166,1.6347,Cool
IMG_00466,Medium,184.37,136.611,116.77,182.771,138.17,117.571,11.402,4.528,10.781,11.94,79.235,162.199,63.607,15.296,11.127,5.79,3.235,1.758,50.726,0.7275,1.3496,1.5789,Cool
IMG_00999,Medium,183.065,144.654,109.213,186.007,143.351,109.875,10.026,10.197,3.675,9.996,89.631,162.081,63.561,13.358,17.753,4.152,1.701,2.65,37.376,1.329,1.2655,1.6762,Neutral
IMG_01177,Medium,178.674,139.269,100.218,178.781,139.835,99.122,10.052,8.335,8.074,12.043,66.568,155.906,61.14,12.77,16.937,2.163,2.955,2.869,33.334,1.3263,1.2829,1.7828,Neutral
IMG_00639,Fair,209.798,147.794,135.327,208.83,147.701,136.001,10.723,4.351,5.112,7.455,100.361,179.912,70.554,20.771,8.271,2.149,1.524,3.585,68.079,0.3982,1.4195,1.5503,Cool
IMG_00061,Medium,165.99,135.051,86.468,168.165,135.48,86.94,9.516,9.104,5.001,15.81,91.778,146.612,57.495,13.583,19.427,2.67,1.441,2.855,21.096,1.4302,1.2291,1.9197,Warm
IMG_00093,Tan,119.33,87.585,45.609,118.911,87.899,46.986,9.885,10.488,10.498,14.051,79.821,94.11,36.906,15.262,17.373,4.57,2.169,2.854,-37.006,1.1383,1.3625,2.6164,Warm
IMG_00873,Medium,198.34,142.558,117.546,196.874,142.574,115.821,11.112,8.906,10.449,11.952,86.94,169.498,66.47,16.849,12.058,2.253,2.644,1.576,53.79,0.7157,1.3913,1.6873,Cool
IMG_00195,Tan,153.66,123.345,79.045,154.402,121.765,78.076,8.603,6.503,5.569,17.968,111.229,128.381,50.345,12.629,18.395,5.074,1.72,3.0,1.076,1.4566,1.2458,1.9439,Warm
IMG_00281,Medium,184.329,135.462,90.492,186.427,134.993,90.212,9.014,6.011,10.967,15.131,84.245,152.418,59.772,16.142,21.782,3.921,2.318,2.671,24.162,1.3494,1.3607,2.037,Warm
IMG_00360,Tan,168.777,131.342,88.775,169.261,133.35,89.305,6.282,5.174,9.402,12.145,79.507,142.707,55.964,14.917,20.182,2.226,2.05,2.515,16.462,1.353,1.285,1.9012,Warm
IMG_00520,Fair,211.414,161.313,138.25,211.916,160.762,138.948,10.319,8.094,8.066,5.329,85.527,187.241,73.428,16.109,14.816,3.647,2.29,2.278,57.69,0.9197,1.3106,1.5292,Cool
IMG_00696,Fair,204.234,154.999,124.639,202.349,154.229,125.972,9.594,7.971,7.492,9.49,64.798,179.136,70.249,17.925,13.121,5.074,2.943,2.806,57.057,0.732,1.3176,1.6386,Cool
IMG_01198,Medium,158.92,127.016,90.337,159.401,127.879,88.735,8.208,3.577,7.067,13.104,94.54,145.174,56.931,14.776,15.612,3.344,2.752,2.86,23.939,1.0565,1.2512,1.7592,Neutral
