image_path,source_dataset,original_label,undertone_label,face_detected,quality_score,total_sampled_pixels,mean_r,mean_g,mean_b,median_r,median_g,median_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,mean_l,mean_a,mean_lab_b,std_l,std_a,std_lab_b,ita,b_to_a_ratio,rg_ratio,rb_ratio
swatch_It_Cosmetics_#FBE6D1,pudding_foundation_shades,It Cosmetics - Light (light skin w/ warm yellow un,warm,True,95.0,80,250.3,230.15,208.562,250.0,230.0,209.0,2.537,2.303,2.621,15.5,42.525,250.3,92.485,3.475,13.062,0.599,1.688,1.698,72.909,3.759,1.0876,1.2001
swatch_Bobbi_Brown_#B07861,pudding_foundation_shades,Bobbi Brown - Walnut 8 rich brown with red undert,cool,True,95.0,80,175.775,119.763,96.5,176.0,120.0,97.0,2.987,2.856,2.382,8.812,114.925,175.775,55.588,19.113,21.6,0.735,2.247,1.715,14.505,1.1302,1.4677,1.8215
swatch_Armani_Beauty_#D3A07D,pudding_foundation_shades,"Armani Beauty - 4.75 light, pink",cool,True,95.0,80,210.475,159.887,124.875,210.0,160.0,125.0,2.408,2.174,2.633,12.238,103.688,210.475,69.765,14.225,25.5,0.6,1.589,1.718,37.779,1.7926,1.3164,1.6855
swatch_Estée_Lauder_#D9B7AA,pudding_foundation_shades,Estée Lauder - 3C2 Pebble (medium with cool rosy u,cool,True,95.0,80,215.887,182.325,169.438,215.5,182.0,169.0,2.683,2.524,2.397,8.325,54.825,215.887,76.779,10.05,11.037,0.712,1.665,1.677,67.6,1.0983,1.1841,1.2741
swatch_ULTA_#E4AE7F,pudding_foundation_shades,ULTA - Medium Peach,warm,True,95.0,80,227.7,173.662,126.45,228.0,174.0,126.0,3.1,2.15,2.573,14.037,113.362,227.7,74.956,13.887,31.837,0.616,1.81,1.647,38.091,2.2925,1.3112,1.8007
swatch_CoverGirl_#8F6344,pudding_foundation_shades,CoverGirl - Deep Cool 2,cool,True,95.0,80,142.525,98.775,68.025,143.0,99.0,68.0,3.294,2.258,2.788,12.363,133.137,142.525,45.809,13.975,24.5,0.755,1.877,1.91,-9.708,1.7531,1.4429,2.0952
swatch_e.l.f._Cosmetics_#DDA16B,pudding_foundation_shades,e.l.f. Cosmetics - Buttercup (light with peachy-gold u,warm,True,95.0,80,220.812,160.238,106.35,221.0,160.5,106.0,2.903,2.526,2.186,14.15,132.175,220.812,70.672,16.363,36.788,0.684,1.899,1.539,29.332,2.2483,1.378,2.0763
swatch_Laura_Mercier_#E6CCB4,pudding_foundation_shades,Laura Mercier - 0W1 Pearl very fair warm,warm,True,95.0,80,229.7,203.863,179.45,230.0,204.0,179.5,2.799,2.696,2.408,14.575,55.788,229.7,83.608,5.275,15.463,0.732,1.796,1.724,65.294,2.9313,1.1267,1.28
swatch_bareMinerals_#E9B179,pudding_foundation_shades,bareMinerals - Tan Nude 17 (for medium-tan warm sk,warm,True,95.0,80,232.738,176.387,120.713,232.0,176.0,120.5,2.999,2.452,2.42,14.863,122.725,232.738,76.054,13.938,36.337,0.654,1.893,1.658,35.64,2.6072,1.3195,1.928
swatch_Smashbox_#D0A98F,pudding_foundation_shades,"Smashbox - 2.4 light-medium with warm, peachy ",warm,True,95.0,80,207.775,168.425,142.412,208.0,169.0,143.0,2.664,2.138,2.528,11.95,80.25,207.775,71.971,10.675,18.875,0.617,1.571,1.676,49.334,1.7681,1.2336,1.459
swatch_Estée_Lauder_#C3965B,pudding_foundation_shades,Estée Lauder - 4W1 Honey Bronze (warm undertone go,warm,True,95.0,80,194.363,149.562,90.7,195.0,150.0,91.0,2.951,2.489,2.405,17.038,135.975,194.363,64.98,9.838,37.263,0.75,1.874,1.367,21.901,3.7878,1.2995,2.1429
data/raw/personal_color_faces/train/가을 웜톤/fall (1).png,personal_color_faces,Autumn Warm Tone,warm,True,94.0,4504,205.341,156.864,133.067,203.0,156.0,135.0,13.437,14.928,15.829,9.799,90.11,205.341,68.635,14.865,19.459,5.229,2.847,3.465,43.762,1.309,1.309,1.5431
swatch_L'Oréal_#E9C6AD,pudding_foundation_shades,L'Oréal - Golden Sun,warm,True,95.0,80,232.287,197.387,172.363,232.0,198.0,172.0,3.091,2.624,2.341,12.562,65.787,232.287,82.064,8.6,17.212,0.681,2.022,1.555,61.772,2.0015,1.1768,1.3477
swatch_NARS_#A96B31,pudding_foundation_shades,NARS - New Caledonia (deep skin wih yellow,warm,True,95.0,80,169.125,106.175,48.538,169.0,107.0,48.0,3.215,2.499,2.495,14.4,181.863,169.125,50.765,19.913,41.663,0.682,2.117,1.643,1.052,2.0923,1.5929,3.4844
data/raw/personal_color_faces/train/봄 웜톤/spr (30).JPG,personal_color_faces,Spring Warm Tone,warm,True,63.0,22925,219.392,192.209,168.226,225.0,197.0,173.0,15.868,19.601,24.819,13.894,60.49,219.392,79.504,6.032,15.74,6.85,2.333,4.118,61.921,2.6094,1.1414,1.3042
swatch_KVD_Vegan_Beauty_#DEB186,pudding_foundation_shades,KVD Vegan Beauty - Light 024 (light with warm underton,warm,True,95.0,80,221.262,176.688,133.4,221.0,177.0,133.0,2.94,2.37,2.764,14.8,101.225,221.262,75.167,10.463,28.262,0.736,1.508,1.701,41.684,2.7013,1.2523,1.6586
swatch_bareMinerals_#835638,pudding_foundation_shades,bareMinerals - Neutral Deep 29 (deepest skin w/ ne,neutral,True,95.0,80,130.662,86.025,55.487,130.0,86.0,56.0,2.954,2.403,2.693,12.188,146.662,130.662,40.843,14.988,25.225,0.755,1.92,1.768,-19.951,1.6831,1.5189,2.3548
swatch_MAC_#C8A176,pudding_foundation_shades,MAC - NC44 (tanned caramel w/ golden unde,warm,True,95.0,80,199.738,160.725,117.412,200.0,160.0,117.0,2.884,2.424,2.386,15.775,105.1,199.738,68.77,8.613,27.962,0.705,1.757,1.585,33.871,3.2467,1.2427,1.7012
swatch_ZOEVA_#DDA278,pudding_foundation_shades,ZOEVA - 210N Gifted (medium tan neutral und,neutral,True,95.0,80,220.775,161.35,119.05,221.0,161.0,119.0,2.793,2.465,2.863,12.512,117.5,220.775,71.123,16.938,30.587,0.633,1.971,1.737,34.627,1.8059,1.3683,1.8545
swatch_PÜR_#F0DFD6,pudding_foundation_shades,PÜR - LP4 Vanilla (fair skin w/ pink unde,cool,True,95.0,80,239.5,222.225,213.188,239.0,222.0,213.0,2.915,2.28,2.55,10.287,28.125,239.5,89.74,4.4,6.575,0.612,1.8,1.649,80.606,1.4943,1.0777,1.1234
swatch_jane_iredale_#D3925F,pudding_foundation_shades,jane iredale - M10 (medium to dark w/ gold/peach/b,warm,True,95.0,80,210.287,145.012,94.438,210.0,145.0,94.5,2.632,2.605,2.549,13.15,140.488,210.287,65.672,19.3,36.562,0.741,1.72,1.473,23.201,1.8944,1.4501,2.2267
swatch_It_Cosmetics_#F9EFE3,pudding_foundation_shades,It Cosmetics - Fair (ultra porcelain skin w/ warm ,warm,True,95.0,80,248.175,238.488,226.9,248.0,238.0,227.0,2.692,2.679,2.148,16.55,22.012,248.175,94.779,1.312,6.737,0.67,1.772,1.464,81.443,5.1333,1.0406,1.0938
swatch_It_Cosmetics_#644846,pudding_foundation_shades,It Cosmetics - Deep Cool 64 (very deep complexion ,cool,True,95.0,80,99.525,71.412,70.1,100.0,72.0,70.0,2.583,2.611,2.523,53.013,77.775,99.525,33.358,11.8,5.55,0.8,1.965,1.929,-71.557,0.4703,1.3937,1.4198
swatch_Armani_Beauty_#C89D7A,pudding_foundation_shades,"Armani Beauty - 8 tan, neutral",neutral,True,95.0,80,199.562,156.25,121.862,199.0,156.0,122.0,2.872,2.808,2.543,13.262,99.287,199.562,67.725,11.488,24.238,0.758,2.006,1.769,36.179,2.1099,1.2772,1.6376
swatch_Dermablend_#E7B578,pudding_foundation_shades,Dermablend - 25N Natural Beige (light skin with ,neutral,True,95.0,80,230.412,180.062,119.35,230.0,180.0,119.0,2.719,2.676,2.54,16.387,122.912,230.412,76.691,10.825,37.825,0.717,1.929,1.694,35.209,3.4942,1.2796,1.9306
data/raw/personal_color_faces/train/가을 웜톤/fall (2).PNG,personal_color_faces,Autumn Warm Tone,warm,True,98.0,5029,195.367,155.942,146.613,196.0,157.0,148.0,8.862,10.932,12.896,5.629,63.972,195.367,67.704,13.269,10.478,3.883,1.775,2.23,59.38,0.7897,1.2528,1.3325
swatch_ColourPop_#F0DFD4,pudding_foundation_shades,ColourPop - Fair 10N (neutral),neutral,True,95.0,80,239.438,222.65,211.537,239.0,223.0,212.0,2.696,2.242,3.0,11.863,29.762,239.438,89.809,3.875,7.513,0.615,1.713,1.823,79.313,1.9387,1.0754,1.1319
swatch_Tarte_#D79C77,pudding_foundation_shades,Tarte - Medium Beige (medium w/ pink undert,cool,True,95.0,80,214.887,156.05,118.525,215.0,156.0,119.0,3.033,2.459,2.465,11.725,114.325,214.887,69.206,17.413,28.275,0.685,1.842,1.62,34.186,1.6238,1.377,1.813
swatch_bareMinerals_#A77040,pudding_foundation_shades,bareMinerals - Chai 26 for dark warm skin with gol,warm,True,95.0,80,166.45,111.862,63.337,166.0,112.0,63.0,3.066,2.582,2.252,14.088,157.963,166.45,51.975,16.538,35.35,0.774,1.987,1.636,3.199,2.1376,1.488,2.628
swatch_La_Mer_#E3C8B3,pudding_foundation_shades,La Mer - 03 Warm Porcelain - Very Light Skin,warm,True,95.0,80,226.25,199.6,178.738,226.0,199.0,179.0,2.75,2.804,2.189,13.188,53.55,226.25,82.225,6.162,13.838,0.736,1.86,1.624,66.762,2.2454,1.1335,1.2658
swatch_Rare_Beauty_by_Selena_Gomez_#E8C2A7,pudding_foundation_shades,Rare Beauty by Selena Gomez - 180W light with warm peach underton,warm,True,95.0,80,231.475,193.662,166.613,231.0,194.0,167.0,2.403,2.454,2.527,12.488,71.425,231.475,80.946,9.463,18.613,0.703,1.474,1.487,58.975,1.967,1.1952,1.3893
swatch_Clinique_#EDAB76,pudding_foundation_shades,"Clinique - WN 22 Ecru (very fair, warm-neutral",neutral,True,95.0,80,236.262,170.65,117.838,236.0,170.5,118.0,2.858,2.637,2.866,13.387,127.8,236.262,75.005,18.125,36.65,0.712,1.846,1.838,34.304,2.0221,1.3845,2.005
swatch_Dermablend_#E2AA7A,pudding_foundation_shades,Dermablend - 35C Caramel  selected,cool,True,95.0,80,225.562,169.425,121.175,225.0,170.0,121.0,2.81,2.448,2.306,13.9,117.963,225.562,73.623,14.787,32.812,0.693,1.693,1.605,35.751,2.2189,1.3313,1.8615
swatch_bareMinerals_#D9AC95,pudding_foundation_shades,bareMinerals - Flax 9.5 (for light cool skin w/ pi,cool,True,95.0,80,216.7,171.363,148.387,216.5,171.0,148.5,2.9,2.26,2.289,10.113,80.35,216.7,73.686,13.338,18.113,0.67,1.62,1.483,52.595,1.358,1.2646,1.4604
swatch_FENTY_BEAUTY_by_Rihanna_#F3AD72,pudding_foundation_shades,FENTY BEAUTY by Rihanna - 250 for medium skin with warm peach,warm,True,95.0,80,242.05,172.3,113.7,242.0,172.0,113.0,2.958,2.416,2.772,13.7,135.162,242.05,75.98,19.137,40.1,0.675,1.708,1.772,32.939,2.0954,1.4048,2.1288
swatch_TOM_FORD_#D3B497,pudding_foundation_shades,"TOM FORD - 4.0 Fawn light-medium, warm olive u",warm,True,95.0,80,210.238,180.012,150.3,210.0,180.0,150.0,3.351,2.233,2.522,14.887,72.662,210.238,75.284,6.463,19.225,0.656,1.87,1.681,52.752,2.9749,1.1679,1.3988
swatch_FENTY_BEAUTY_by_Rihanna_#F0D5C0,pudding_foundation_shades,FENTY BEAUTY by Rihanna - 140 for light skin with warm yellow,warm,True,95.0,80,239.637,212.113,191.387,240.0,212.5,191.0,2.623,2.641,2.639,12.825,51.325,239.637,86.77,6.375,13.75,0.779,1.495,1.662,69.497,2.1569,1.1298,1.2521
swatch_BECCA_Cosmetics_#AA7555,pudding_foundation_shades,BECCA Cosmetics - Tan 4N1 (peachy tan w/ neutral unde,neutral,True,95.0,80,169.688,116.612,84.362,169.0,116.5,84.5,2.778,2.272,2.59,11.325,128.188,169.688,53.853,17.05,26.188,0.658,1.702,1.681,8.37,1.5359,1.4551,2.0114
swatch_Natasha_Denona_#C69981,pudding_foundation_shades,Natasha Denona - 92 WNDeep - Neutral warm neutral un,neutral,True,95.0,80,198.075,152.05,128.075,198.0,152.0,128.0,2.906,2.499,2.607,10.275,90.088,198.075,66.618,13.975,19.275,0.692,1.864,1.666,40.766,1.3792,1.3027,1.5466
swatch_PAT_McGRATH_LABS_#C2835A,pudding_foundation_shades,PAT McGRATH LABS - Medium 20 medium with red undertone,cool,True,95.0,80,193.238,130.775,89.638,193.0,131.0,89.0,2.993,2.646,2.435,11.938,136.713,193.238,60.186,19.55,31.913,0.69,2.115,1.407,17.703,1.6324,1.4776,2.1558
swatch_ULTA_#EAC69A,pudding_foundation_shades,ULTA - Fair to Light Warm,warm,True,95.0,80,233.713,197.488,153.85,234.0,197.5,154.0,2.325,2.752,2.281,16.45,87.075,233.713,81.868,6.675,26.675,0.726,1.842,1.649,50.069,3.9963,1.1834,1.5191
swatch_lilah_b._#D5AA92,pudding_foundation_shades,lilah b. - b. classic medium w/ neutral undert,neutral,True,95.0,80,212.625,169.65,146.05,213.0,169.5,146.0,2.585,2.393,2.617,10.625,79.875,212.625,72.819,12.363,18.15,0.681,1.66,1.696,51.501,1.4681,1.2533,1.4558
swatch_Estée_Lauder_#DEC094,pudding_foundation_shades,Estée Lauder - 1N1 Ivory Nude (neutral undertone r,neutral,True,95.0,80,221.425,191.688,147.325,221.0,192.0,147.0,2.792,2.359,2.529,17.913,85.375,221.425,79.172,4.225,26.35,0.665,1.688,1.644,47.909,6.2367,1.1551,1.503
swatch_ZOEVA_#E2B590,pudding_foundation_shades,"ZOEVA - 110N Creative (light to medium, pea",neutral,True,95.0,80,225.463,180.662,143.5,226.0,180.0,143.0,2.622,2.23,2.612,13.65,92.688,225.463,76.745,11.15,25.125,0.612,1.629,1.56,46.789,2.2534,1.248,1.5712
swatch_Tarte_#945A33,pudding_foundation_shades,Tarte - 52N Deep Neutral (deep skin w/ neut,neutral,True,95.0,80,147.4,89.787,50.462,147.0,90.0,50.0,3.077,2.344,2.35,12.175,167.688,147.4,43.907,19.875,32.188,0.711,2.002,1.55,-10.719,1.6195,1.6417,2.921
swatch_Tarte_#F2B891,pudding_foundation_shades,Tarte - 22N Light Neutral (light skin w/ ne,neutral,True,95.0,80,242.338,183.3,144.338,243.0,183.0,144.0,2.846,2.571,2.5,11.95,103.088,242.338,79.093,16.425,28.062,0.664,1.869,1.713,46.033,1.7085,1.3221,1.679
swatch_Smashbox_#D0AD94,pudding_foundation_shades,Smashbox - 2.3 light-medium with warm underton,warm,True,95.0,80,207.15,172.05,147.713,207.0,172.0,147.0,2.877,2.494,2.491,12.287,73.138,207.15,72.946,9.15,17.325,0.663,1.851,1.539,52.946,1.8934,1.204,1.4024
swatch_FENTY_BEAUTY_by_Rihanna_#AB6C49,pudding_foundation_shades,FENTY BEAUTY by Rihanna - 430 for deep skin with warm golden ,warm,True,95.0,80,170.6,107.8,72.5,171.0,108.0,72.0,2.853,2.21,2.34,10.85,146.65,170.6,51.637,21.35,30.0,0.658,1.776,1.761,3.124,1.4052,1.5826,2.3531
swatch_Clinique_#945936,pudding_foundation_shades,"Clinique - WN 122 Clove (deep, warm-neutral un",neutral,True,95.0,80,147.762,88.588,53.712,148.0,88.0,53.5,2.633,2.592,2.383,11.125,162.275,147.762,43.716,20.913,30.225,0.759,1.762,1.458,-11.745,1.4453,1.668,2.751
data/raw/personal_color_faces/train/봄 웜톤/spr (29).jpg,personal_color_faces,Spring Warm Tone,warm,True,95.0,13853,232.33,194.754,180.409,233.0,194.0,180.0,9.935,12.335,15.058,8.439,57.211,232.33,81.599,11.234,12.315,4.056,3.503,2.61,68.709,1.0962,1.1929,1.2878
swatch_Natasha_Denona_#A86F44,pudding_foundation_shades,Natasha Denona - #92W deep with warm undertone,warm,True,95.0,80,167.4,110.312,67.45,168.0,110.0,67.0,2.375,2.223,2.428,12.9,152.225,167.4,51.784,18.175,32.837,0.638,1.709,1.569,3.11,1.8067,1.5175,2.4818
swatch_Essence_#724620,pudding_foundation_shades,Essence - Warm Amber 270,warm,True,95.0,80,113.425,69.037,31.938,114.0,69.0,32.0,2.841,2.462,2.541,13.675,183.188,113.425,33.828,15.488,29.738,0.769,1.994,1.626,-28.538,1.9201,1.6429,3.5515
swatch_bareMinerals_#D0A17D,pudding_foundation_shades,bareMinerals - Medium 10 for medium cool skin with,cool,True,95.0,80,207.725,160.3,124.487,208.0,160.0,124.0,2.752,2.421,2.53,12.963,102.15,207.725,69.583,12.9,25.425,0.712,1.655,1.531,37.605,1.9709,1.2959,1.6686
swatch_beautyblender_#6F3A1E,pudding_foundation_shades,beautyblender - 4.55 Cool very deep with cool under,cool,True,95.0,80,110.537,56.975,29.637,111.0,57.0,30.0,2.459,2.669,2.187,10.15,186.575,110.537,30.368,21.15,27.1,0.784,1.845,1.402,-35.921,1.2813,1.9401,3.7296
swatch_LORAC_#C3995E,pudding_foundation_shades,LORAC - 14 (medium dark with golden underto,warm,True,95.0,80,193.963,152.65,93.85,194.0,153.0,94.0,3.227,2.757,2.242,17.6,131.537,193.963,65.779,8.213,36.612,0.728,2.155,1.647,23.315,4.4581,1.2706,2.0667
swatch_SEPHORA_COLLECTION_#C99064,pudding_foundation_shades,SEPHORA COLLECTION - 55 N for dark skin with neutral und,neutral,True,95.0,80,200.05,143.562,99.162,200.0,144.0,99.5,2.824,2.474,2.648,13.188,128.6,200.05,64.211,16.212,32.038,0.73,1.671,1.631,23.921,1.9761,1.3935,2.0174
swatch_Laura_Mercier_#F6D4A8,pudding_foundation_shades,Laura Mercier - Ivory very fair with warm undertone,warm,True,95.0,80,245.412,211.588,167.488,245.0,212.0,168.0,2.513,2.322,2.398,17.075,80.975,245.412,86.672,5.55,26.212,0.596,1.71,1.429,54.443,4.723,1.1599,1.4653
swatch_ColourPop_#F0DCD0,pudding_foundation_shades,ColourPop - Fair 20N (neutral),neutral,True,95.0,80,239.825,219.475,208.0,240.0,219.5,208.0,2.524,2.579,2.092,10.738,33.837,239.825,88.985,5.1,8.2,0.665,1.861,1.47,78.122,1.6078,1.0927,1.153
swatch_Natasha_Denona_#F7E6DA,pudding_foundation_shades,Natasha Denona - #23R light with red undertone,cool,True,95.0,80,246.525,229.625,217.812,247.0,230.0,218.0,2.877,2.763,2.398,12.387,29.663,246.525,92.27,3.775,7.838,0.739,1.816,1.561,79.496,2.0762,1.0736,1.1318
swatch_Too_Faced_#A45730,pudding_foundation_shades,Too Faced - Brulee (rich tan with neutral under,neutral,True,95.0,80,163.637,86.263,47.513,164.0,86.5,48.0,2.869,2.63,2.711,10.037,180.925,163.637,45.333,28.637,36.062,0.7,1.97,1.382,-7.373,1.2593,1.897,3.4441
swatch_NARS_#CB8959,pudding_foundation_shades,NARS - Syracuse (medium to medium-deep ski,warm,True,95.0,80,202.688,136.55,88.2,203.0,136.5,88.0,3.129,2.382,2.586,12.7,144.012,202.688,62.652,20.175,36.0,0.691,1.929,1.643,19.364,1.7844,1.4843,2.298
swatch_Urban_Decay_Cosmetics_#D09B71,pudding_foundation_shades,Urban Decay Cosmetics - 7.75 (medium-dark w/golden underton,warm,True,95.0,80,207.012,154.45,112.525,207.0,155.0,112.0,2.826,2.376,2.485,13.338,116.362,207.012,67.877,14.475,29.6,0.648,1.837,1.663,31.131,2.0449,1.3403,1.8397
swatch_UOMA_Beauty_#B27145,pudding_foundation_shades,UOMA Beauty - Brown Sugar - T1N (for brown skin w,neutral,True,95.0,80,178.075,112.838,68.463,178.0,113.0,68.0,2.673,2.768,2.329,12.1,156.9,178.075,53.706,21.413,35.013,0.794,1.821,1.427,6.042,1.6351,1.5782,2.6011
swatch_PÜR_#C8A385,pudding_foundation_shades,PÜR - TN5 Warm Beige (tan/olive skin w/ n,neutral,True,95.0,80,199.463,162.662,132.338,199.5,163.0,132.5,3.098,2.454,2.505,13.6,85.763,199.463,69.505,9.2,20.95,0.742,1.771,1.588,42.954,2.2772,1.2262,1.5072
swatch_Estée_Lauder_#D0A26E,pudding_foundation_shades,Estée Lauder - 2N2 Buff (neutral undertone rosy & ,neutral,True,95.0,80,207.012,162.05,109.912,207.0,162.0,110.0,3.08,2.434,2.575,16.125,119.638,207.012,69.696,10.037,33.375,0.685,1.965,1.676,30.547,3.325,1.2775,1.8834
swatch_KVD_Vegan_Beauty_#D2935F,pudding_foundation_shades,KVD Vegan Beauty - Medium 55 N (medium camel with neut,neutral,True,95.0,80,209.838,146.4,94.188,210.0,147.0,94.0,2.892,2.672,2.47,13.55,140.488,209.838,65.946,18.337,37.0,0.753,1.844,1.508,23.315,2.0177,1.4333,2.2279
swatch_Clinique_#F1BF9E,pudding_foundation_shades,"Clinique - CN 20 Fair (very fair, cool-neutral",neutral,True,95.0,80,240.35,190.412,157.562,240.0,190.0,158.0,3.005,2.443,2.509,11.963,87.763,240.35,80.819,13.463,23.413,0.627,1.981,1.412,52.777,1.7391,1.2623,1.5254
swatch_KVD_Vegan_Beauty_#F2BA91,pudding_foundation_shades,KVD Vegan Beauty - Light 45 W (light beige with warm u,warm,True,95.0,80,241.575,185.312,144.25,242.0,185.0,144.0,3.057,2.483,2.385,12.625,102.713,241.575,79.485,15.1,28.688,0.743,1.48,1.497,45.786,1.8998,1.3036,1.6747
swatch_jane_iredale_#DAB899,pudding_foundation_shades,jane iredale - Suntan (medium w/ neutral undertone,neutral,True,95.0,80,217.775,183.025,152.387,218.0,183.0,152.0,2.515,2.833,2.244,14.1,76.55,217.775,76.77,8.1,20.212,0.721,1.953,1.555,52.945,2.4954,1.1899,1.4291
swatch_SMITH_&_CULT_#7C4123,pudding_foundation_shades,SMITH & CULT - 510 Cool (very deep skin w/ cool un,cool,True,95.0,80,123.9,64.475,34.55,124.0,65.0,35.0,2.591,2.208,2.459,10.062,183.863,123.9,34.225,23.087,29.238,0.676,1.697,1.653,-28.348,1.2664,1.9217,3.5861
swatch_COVER_FX_#EAC6AC,pudding_foundation_shades,COVER FX - N Light 1 (fair to light skin w/ ne,neutral,True,95.0,80,233.575,197.45,171.438,234.0,197.0,171.0,2.893,2.655,2.673,12.537,67.838,233.575,82.186,8.875,17.8,0.781,1.623,1.646,61.056,2.0056,1.183,1.3624
swatch_Essence_#D3A275,pudding_foundation_shades,Essence - Neutral Vanilla 40,neutral,True,95.0,80,210.412,162.012,115.987,210.0,162.0,116.0,2.728,2.7,2.462,14.6,114.4,210.412,70.152,12.062,30.775,0.741,1.846,1.565,33.217,2.5513,1.2987,1.8141
swatch_NYX_Professional_Makeup_#513228,pudding_foundation_shades,NYX Professional Makeup - Deep Ebony (deepest deep espresso w,neutral,True,95.0,80,80.575,49.275,39.675,80.5,49.0,40.0,2.509,2.505,2.386,6.975,129.312,80.575,24.044,12.863,12.062,0.819,1.998,1.866,-65.074,0.9378,1.6352,2.0309
swatch_HUDA_BEAUTY_#F3CCAE,pudding_foundation_shades,HUDA BEAUTY - 250G Cheesecake light-medium skin w,warm,True,95.0,80,242.287,203.6,173.7,242.0,203.0,173.5,2.456,2.37,2.87,13.1,72.188,242.287,84.559,9.275,20.0,0.624,1.604,1.636,59.941,2.1563,1.19,1.3949
swatch_HOURGLASS_#E8B89B,pudding_foundation_shades,"HOURGLASS - No. 1 Ivory (light medium, cool und",cool,True,95.0,80,231.613,183.325,154.887,231.0,183.5,155.0,2.667,2.448,2.104,11.125,84.487,231.613,78.216,13.537,21.075,0.662,1.746,1.412,53.243,1.5568,1.2634,1.4954
swatch_Too_Faced_#694220,pudding_foundation_shades,Too Faced - Tiramisu deepest with golden undert,warm,True,95.0,80,104.025,65.662,31.262,104.0,65.5,31.0,3.142,2.697,2.349,14.175,178.3,104.025,31.637,12.988,27.375,0.827,2.38,1.676,-33.853,2.1078,1.5842,3.3275
swatch_ULTA_#E2AF7D,pudding_foundation_shades,ULTA - Light Warm  selected,warm,True,95.0,80,225.738,174.575,124.463,226.0,175.0,124.5,2.742,2.355,2.631,14.787,114.35,225.738,74.931,12.412,32.85,0.687,1.723,1.74,37.197,2.6465,1.2931,1.8137
swatch_ILIA_#E9C8B0,pudding_foundation_shades,ILIA - 3 Balos Fair with neutral cool unde,neutral,True,95.0,80,231.787,199.3,175.738,231.0,199.0,176.0,2.719,2.517,2.365,12.6,61.663,231.787,82.544,7.975,16.062,0.65,1.837,1.584,63.731,2.0141,1.163,1.3189
swatch_Tarte_#F3C7B0,pudding_foundation_shades,Tarte - 14H Fair Honey (fair skin w/ peach ,warm,True,95.0,80,242.45,198.863,175.537,243.0,199.0,175.5,2.743,2.412,2.688,10.45,70.35,242.45,83.431,12.075,17.475,0.692,1.515,1.789,62.403,1.4472,1.2192,1.3812
swatch_Natasha_Denona_#E4CBAD,pudding_foundation_shades,Natasha Denona - 30 WLight Medium - Warm warm undert,warm,True,95.0,80,227.688,202.35,172.613,228.0,202.0,172.5,2.927,2.735,2.437,16.262,61.663,227.688,82.907,4.35,18.087,0.764,1.761,1.682,61.204,4.158,1.1252,1.3191
swatch_PÜR_#AA7755,pudding_foundation_shades,PÜR - DN5 Hazelnut (dark brown skin w/ ne,neutral,True,95.0,80,169.287,118.575,84.562,169.0,118.0,84.5,3.306,2.832,2.19,12.025,127.575,169.287,54.304,15.762,26.6,0.806,2.135,1.578,9.191,1.6875,1.4277,2.0019
swatch_HOURGLASS_#966D57,pudding_foundation_shades,"HOURGLASS - Almond (medium, cool undertone)",cool,True,95.0,80,149.15,108.138,86.838,149.0,108.0,87.0,3.038,2.558,2.294,10.275,106.475,149.15,49.353,13.45,18.337,0.809,1.863,1.62,-2.021,1.3634,1.3793,1.7176
swatch_Clinique_#E8BD99,pudding_foundation_shades,"Clinique - CN 18 Cream Whip (very fair, cool-n",neutral,True,95.0,80,231.363,188.537,152.4,231.0,188.5,152.0,2.798,2.403,2.677,13.725,87.025,231.363,79.412,10.387,24.137,0.644,1.785,1.634,50.625,2.3237,1.2271,1.5181
data/raw/personal_color_faces/train/봄 웜톤/spr (5).PNG,personal_color_faces,Spring Warm Tone,warm,True,93.0,2553,202.391,166.917,164.416,206.0,171.0,167.0,23.459,30.871,32.892,32.072,50.261,202.391,71.448,12.771,6.344,10.729,3.332,2.798,73.523,0.4967,1.2125,1.231
